This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"270SE","SCE-3252",-117.2983,34.0082,363,"MESOWEST","251586"
"271SE","SCE-3263",-118.1417,34.5326,1247,"MESOWEST","251587"
"272SE","SCE-3274",-118.4162,33.7724,63,"MESOWEST","251588"
"G0263","GW0263 Clayt",-83.3437,34.8392,529,"MESOWEST","251589"
"G0265","GW0265 Mount",-121.6197,45.5442,445,"MESOWEST","251590"
"G0258","GW0258 Vail",-110.6400,31.8910,1528,"MESOWEST","251595"
"279SE","SCE-3257",-118.0841,34.5387,878,"MESOWEST","251602"
"275SE","SCE Cadenhor",-118.7826,34.1059,421,"MESOWEST","251603"
"280SE","SCE McGehee",-117.1054,33.9205,496,"MESOWEST","251604"
"281SE","SCE-3262",-118.7231,34.1246,220,"MESOWEST","251605"
"276SE","SCE Katee Ln",-118.1016,34.5116,1009,"MESOWEST","251606"
"277SE","SCE Fireston",-117.8619,33.9475,315,"MESOWEST","251607"
"278SE","SCE-3255",-117.9693,33.9760,201,"MESOWEST","251608"
"282SE","SCE-3272",-117.5244,33.8602,208,"MESOWEST","251609"
"274SE","SCE Jackbox",-117.0608,33.9936,726,"MESOWEST","251610"
"273SE","SCE El Terra",-117.9826,33.9549,163,"MESOWEST","251611"
"KO05","ROGERS FIELD",-121.2412,40.2824,1380,"ASOS","251627"
"G0270","GW0270 Rocki",-72.4760,43.2002,199,"MESOWEST","251644"
"F9783","FW9783 Amari",-101.9372,35.1800,1142,"MESOWEST","251647"
"AV825","KD9IXX-13 Fr",-87.8813,41.4863,236,"MESOWEST","251648"
"G0262","GW0262 Troy",-78.2862,37.9413,120,"MESOWEST","251650"
"G0260","GW0260 Frami",-71.4390,42.2793,61,"MESOWEST","251652"
"286SE","SCE-3291",-117.7328,33.9608,281,"MESOWEST","251660"
"285SE","SCE-3276",-117.7524,33.5748,216,"MESOWEST","251662"
"287SE","SCE-3299",-117.7390,33.5172,12,"MESOWEST","251663"
"284SE","SCE-3275",-117.6157,33.8625,307,"MESOWEST","251664"
"289SE","SCE-3295",-116.6709,33.9494,668,"MESOWEST","251686"
"291SE","SCE-3285",-116.5449,34.0905,900,"MESOWEST","251687"
"292SE","SCE-3293",-118.3314,34.4711,663,"MESOWEST","251688"
"295SE","SCE-3298",-116.5969,34.0346,746,"MESOWEST","251689"
"294SE","SCE-3279",-118.4279,34.3985,545,"MESOWEST","251690"
"290SE","SCE-3280",-119.4216,34.3487,8,"MESOWEST","251691"
"288SE","SCE-3284",-116.5178,34.0976,874,"MESOWEST","251692"
"293SE","SCE-3278",-119.3994,34.3425,238,"MESOWEST","251693"
"300SE","SCE-3292",-117.6083,33.6414,284,"MESOWEST","251703"
"299SE","SCE Jolora A",-117.5200,33.8401,264,"MESOWEST","251704"
"296SE","SCE Green Tr",-116.5526,34.0694,850,"MESOWEST","251705"
"297SE","SCE Somervie",-117.1642,33.5748,404,"MESOWEST","251706"
"298SE","SCE Mecca Rd",-116.5668,34.0796,930,"MESOWEST","251707"
"G0308","GW0308 Beave",-88.8255,43.4505,273,"MESOWEST","251708"
"G0290","GW0290 Apex",-78.7690,35.6727,131,"MESOWEST","251710"
"G0282","GW0282 Vanco",-122.5897,45.6147,79,"MESOWEST","251711"
"G0302","GW0302 Clerm",-81.6615,28.3888,38,"MESOWEST","251712"
"G0291","GW0291 Crest",-86.5855,30.7683,66,"MESOWEST","251714"
"G0281","GW0281 Eldri",-90.5868,41.6440,236,"MESOWEST","251715"
"G0280","GW0280 Centr",-75.8935,39.0290,14,"MESOWEST","251717"
"AV826","WA7BMK Tacom",-122.4075,47.1728,129,"MESOWEST","251718"
"301SE","SCE-3289",-118.4958,34.4287,421,"MESOWEST","251727"
"303SE","SCE-3281",-118.6091,34.3799,484,"MESOWEST","251728"
"302SE","SCE-3277",-117.5546,33.6291,287,"MESOWEST","251729"
"G0294","GW0294 Genoa",-91.2185,43.5582,227,"MESOWEST","251742"
"G0319","GW0319 Fairf",-122.6037,37.9757,63,"MESOWEST","251761"
"F9843","FW9843 Logan",-83.9305,33.8442,304,"MESOWEST","251762"
"G0320","GW0320 Mclou",-95.2083,39.1958,363,"MESOWEST","251763"
"G0323","GW0323 Onala",-91.1813,43.8920,248,"MESOWEST","251764"
"304SE","SCE Bird of",-116.6039,34.0489,888,"MESOWEST","251778"
"305SE","SCE-3317",-118.3727,34.0958,127,"MESOWEST","251779"
"TWB80","Escondido Dr",-101.5697,30.5866,768,"MESOWEST","251780"
"306SE","SCE-2351b",-118.6666,37.5511,2166,"MESOWEST","251788"
"313SE","SCE-3316",-118.8037,34.0614,401,"MESOWEST","251789"
"312SE","SCE-3310",-118.9547,34.1034,443,"MESOWEST","251790"
"307SE","SCE-3283",-117.8810,33.9278,143,"MESOWEST","251791"
"310SE","SCE-3294",-118.8970,34.0563,269,"MESOWEST","251792"
"308SE","SCE-3287",-118.0381,33.9964,236,"MESOWEST","251793"
"314SE","SCE-3318",-118.9704,34.0865,428,"MESOWEST","251794"
"311SE","SCE-3300",-117.3901,33.7017,458,"MESOWEST","251795"
"309SE","SCE-3210",-119.1328,37.7582,2607,"MESOWEST","251796"
"G0326","GW0326 Bould",-105.3675,39.9593,2327,"MESOWEST","251798"
"G0254","GW0254 Incli",-119.9823,39.2565,2074,"MESOWEST","251800"
"G0309","GW0309 Leban",-92.7443,37.6122,416,"MESOWEST","251802"
"319SE","SCE-3308",-119.2581,34.2793,51,"MESOWEST","251816"
"318SE","SCE-3305",-117.2542,33.6195,504,"MESOWEST","251817"
"317SE","SCE-3311",-119.3010,34.3499,65,"MESOWEST","251818"
"316SE","SCE-3307",-117.1667,33.5542,333,"MESOWEST","251819"
"315SE","SCE-3301",-118.8708,34.2132,240,"MESOWEST","251820"
"321SE","SCE Bennett",-118.7127,34.3358,488,"MESOWEST","251821"
"320SE","SCE Long Can",-119.1865,34.3065,180,"MESOWEST","251822"
"TWB79","Russell Farm",-97.5658,26.1008,7,"MESOWEST","251835"
"325SE","SCE Gunder A",-117.3672,33.6956,463,"MESOWEST","251837"
"326SE","SCE-3324",-119.0601,34.3025,251,"MESOWEST","251838"
"323SE","SCE Vineta A",-118.1878,34.1993,362,"MESOWEST","251839"
"324SE","SCE Gillibra",-118.7214,34.3128,372,"MESOWEST","251840"
"322SE","SCE Machado",-117.3905,33.6683,410,"MESOWEST","251841"
"G0338","GW0338 San D",-117.2550,32.7275,27,"MESOWEST","251843"
"G0341","GW0341 Whitw",-85.4280,35.2988,277,"MESOWEST","251844"
"G0337","GW0337 Baldw",-92.2998,44.8998,362,"MESOWEST","251845"
"G0312","GW0312 Seymo",-92.7893,37.2555,487,"MESOWEST","251846"
"G0346","GW0346 Loomi",-121.1173,38.8072,180,"MESOWEST","251847"
"G0353","GW0353 Crowl",-118.7372,37.5660,2107,"MESOWEST","251942"
"G0352","GW0352 Haysv",-97.3253,37.5298,382,"MESOWEST","251943"
"G0349","GW0349 Newto",-81.2025,35.6482,287,"MESOWEST","251944"
"G0351","GW0351 Newna",-84.8432,33.3443,254,"MESOWEST","251947"
"329SE","SCE-3343",-117.3130,33.7976,674,"MESOWEST","251963"
"331SE","SCE-3341",-118.9258,34.1877,202,"MESOWEST","251964"
"328SE","SCE-3306",-118.9671,34.2374,52,"MESOWEST","251965"
"330SE","SCE-3332",-118.7859,34.2789,236,"MESOWEST","251966"
"G0358","GW0358 Brist",-74.8518,40.1017,9,"MESOWEST","251973"
"AV829","AI4G Drexel",-81.6197,35.7572,391,"MESOWEST","251974"
"F9856","FW9856 Munst",-87.5200,41.5272,190,"MESOWEST","251975"
"333SE","SCE-3323",-118.1400,34.4681,1030,"MESOWEST","251982"
"332SE","SCE-3321",-118.1671,34.4580,952,"MESOWEST","251983"
"GGUAS11","UA7122.550",-122.5000,49.7500,-9999,"UPPERAIR","251984"
"GGUAS12","UA5122.550",-122.5000,49.7500,-9999,"UPPERAIR","251985"
"334SE","SCE-3303",-118.7899,35.6470,962,"MESOWEST","252003"
"335SE","SCE-3319",-118.7864,35.5867,873,"MESOWEST","252004"
"G0363","GW0363 Errin",-124.3667,49.2897,136,"MESOWEST","252019"
"G0360","GW0360 Topek",-95.7727,39.0222,315,"MESOWEST","252020"
"G0378","GW0378 Misso",-114.0003,46.8347,1061,"MESOWEST","252023"
"G0367","GW0367 Reno",-119.7795,39.4035,1491,"MESOWEST","252025"
"G0385","GW0385 Port",-73.4557,44.0427,28,"MESOWEST","252055"
"G0390","GW0390 Sonom",-122.4323,38.2922,40,"MESOWEST","252056"
"G0389","GW0389 North",-80.2205,26.2022,7,"MESOWEST","252057"
"G0392","GW0392 Chatt",-85.3477,35.0582,213,"MESOWEST","252062"
"336SE","SCE-3342",-118.6813,37.5623,2150,"MESOWEST","252078"
"337SE","SCE-3340",-118.5992,34.4504,391,"MESOWEST","252079"
"338SE","SCE-3356",-118.6228,34.4935,364,"MESOWEST","252080"
"339SE","SCE-3359",-117.3508,33.6804,441,"MESOWEST","252081"
"342SE","SCE-3355",-117.2819,33.7080,480,"MESOWEST","252093"
"341SE","SCE-3333",-118.6150,34.4509,316,"MESOWEST","252094"
"340SE","SCE-3328",-118.5964,34.4802,368,"MESOWEST","252095"
"G0403","GW0403 Brush",-122.4678,45.7525,165,"MESOWEST","252097"
"343SE","SCE-3347",-119.4659,34.3931,134,"MESOWEST","252098"
"349SE","SCE-3370",-118.1739,34.4953,947,"MESOWEST","252099"
"348SE","SCE-3327",-119.6533,34.4406,130,"MESOWEST","252100"
"346SE","SCE-3352",-117.1938,33.6704,447,"MESOWEST","252101"
"345SE","SCE-3350",-117.2134,33.6635,460,"MESOWEST","252102"
"347SE","SCE-3372",-118.1163,34.5047,983,"MESOWEST","252103"
"344SE","SCE-3349",-118.7700,34.0422,172,"MESOWEST","252104"
"350SE","SCE-3371",-119.4587,34.3783,192,"MESOWEST","252105"
"AV836","KF7TH Maple",-122.0275,47.3480,174,"MESOWEST","252106"
"G0408","GW0408 Willi",-76.7957,37.2513,10,"MESOWEST","252109"
"G0404","GW0404 Bonne",-79.8898,33.2927,15,"MESOWEST","252110"
"351SE","SCE-3364",-119.7474,34.4634,150,"MESOWEST","252130"
"357SE","SCE-3329",-118.8750,34.1846,228,"MESOWEST","252131"
"356SE","SCE-3367",-119.5737,34.4352,155,"MESOWEST","252132"
"355SE","SCE-3361",-117.1713,33.6019,470,"MESOWEST","252133"
"359SE","SCE-3368",-117.1777,33.6102,568,"MESOWEST","252134"
"358SE","SCE-3337",-119.5236,34.4172,56,"MESOWEST","252135"
"352SE","SCE-3326",-118.5996,34.1371,443,"MESOWEST","252136"
"354SE","SCE-3335",-118.9015,34.1816,204,"MESOWEST","252137"
"353SE","SCE-3334",-118.8940,34.1861,196,"MESOWEST","252138"
"G0418","GW0418 Sauk",-94.9272,45.7610,384,"MESOWEST","252139"
"G0415","GW0415 Minne",-93.2790,44.9018,262,"MESOWEST","252140"
"G0421","GW0421 Belpr",-99.1093,37.9310,643,"MESOWEST","252141"
"G0388","GW0388 Fores",-123.1160,45.5175,62,"MESOWEST","252143"
"360SE","SCE-3325",-118.9079,34.1418,322,"MESOWEST","252154"
"363SE","SCE-3344",-119.2641,34.4076,337,"MESOWEST","252155"
"362SE","SCE-3288",-119.2149,34.4576,260,"MESOWEST","252156"
"361SE","SCE-3363",-118.2730,34.5373,948,"MESOWEST","252157"
"365SE","SCE-3351",-118.2535,34.5232,1016,"MESOWEST","252158"
"366SE","SCE-3304",-119.1263,34.4217,736,"MESOWEST","252159"
"368SE","SCE-3339",-117.8879,34.4409,1220,"MESOWEST","252173"
"367SE","SCE-3336",-120.1235,34.4790,168,"MESOWEST","252174"
"369SE","SCE-3330",-118.5234,34.4096,385,"MESOWEST","252181"
"373SE","SCE-3369",-118.1982,34.4274,916,"MESOWEST","252182"
"372SE","SCE-3365",-118.5246,34.3830,393,"MESOWEST","252183"
"375SE","SCE-3374",-118.5424,34.3918,371,"MESOWEST","252184"
"371SE","SCE-3360",-117.8094,34.3973,1424,"MESOWEST","252185"
"374SE","SCE-3366",-118.1470,34.4407,965,"MESOWEST","252186"
"370SE","SCE-3348",-119.7976,34.4689,174,"MESOWEST","252187"
"F9179","FW9179 Horse",-116.1032,43.7715,2055,"MESOWEST","252204"
"376SE","SCE-3345",-118.5435,35.1020,1345,"MESOWEST","252225"
"378SE","SCE-3373",-116.9218,33.7084,744,"MESOWEST","252226"
"379SE","SCE-3331",-118.6193,35.1168,1164,"MESOWEST","252227"
"377SE","SCE-3353",-117.5837,34.4382,1223,"MESOWEST","252228"
"384SE","SCE-3362",-118.0822,34.3920,1498,"MESOWEST","252246"
"383SE","SCE-3358",-117.1846,34.1800,741,"MESOWEST","252248"
"381SE","SCE-3322",-118.4413,35.3970,1186,"MESOWEST","252249"
"G0268","GW0268 Dunde",-76.9288,42.5720,214,"MESOWEST","252251"
"G0442","GW0442 Georg",-73.1183,44.7258,125,"MESOWEST","252253"
"G0441","GW0441 Verno",-99.1902,34.2052,388,"MESOWEST","252255"
"G0429","GW0429 Sante",-116.9833,32.8553,131,"MESOWEST","252256"
"G0435","GW0435 Santa",-106.0000,35.7000,2098,"MESOWEST","252257"
"G0437","GW0437 Prins",-95.1892,44.9357,337,"MESOWEST","252259"
"G0433","GW0433 Green",-88.0053,44.5028,185,"MESOWEST","252260"
"G0366","GW0366 Charl",-79.9127,32.7358,8,"MESOWEST","252263"
"G0416","GW0416 Jopli",-110.7610,48.5603,1010,"MESOWEST","252265"
"385SE","SCE-3354",-118.1087,34.3409,1091,"MESOWEST","252286"
"389SE","SCE-3397",-118.5006,34.4091,428,"MESOWEST","252288"
"388SE","SCE-3387",-119.9652,34.4824,140,"MESOWEST","252289"
"387SE","SCE-3382",-117.7726,33.9866,340,"MESOWEST","252290"
"396SE","SCE-3388",-118.4457,34.4196,462,"MESOWEST","252303"
"394SE","SCE-3376",-117.3232,33.6663,453,"MESOWEST","252304"
"395SE","SCE-3386",-117.3441,33.7266,525,"MESOWEST","252305"
"390SE","SCE-3375",-118.5290,34.3774,385,"MESOWEST","252306"
"398SE","SCE-3391",-118.5595,34.4782,460,"MESOWEST","252307"
"392SE","SCE-3385",-117.0927,33.6480,478,"MESOWEST","252308"
"393SE","SCE-3389",-119.0870,34.4155,276,"MESOWEST","252309"
"391SE","SCE-3381",-117.0966,33.6779,497,"MESOWEST","252310"
"397SE","SCE-3390",-118.6997,34.2722,297,"MESOWEST","252311"
"G0451","GW0451 Elysb",-76.5493,40.8653,183,"MESOWEST","252313"
"09L99S","GOLD BASIN",-109.2633,38.4652,3071,"SNOTEL","252350"
"K9S5","THREE FORKS",-111.5619,45.8827,1246,"ASOS","252352"
"KK62","GENE SNYDER",-84.3918,38.7041,274,"ASOS","252353"
"KLLN","LEVELLAND MU",-102.3725,33.5525,1071,"ASOS","252354"
"KS34","PLAINS AIRPO",-114.9071,47.4736,750,"ASOS","252355"
"400SE","SCE-3384",-118.8520,34.1980,255,"MESOWEST","252364"
"399SE","SCE-3380",-118.7583,34.1513,272,"MESOWEST","252365"
"402SE","SCE-3396",-118.8080,34.4135,230,"MESOWEST","252366"
"401SE","SCE-3395",-118.7676,34.4256,245,"MESOWEST","252367"
"406SE","SCE-3438",-118.9564,34.8177,1506,"MESOWEST","252386"
"407SE","SCE-3445",-119.1452,34.8374,1895,"MESOWEST","252387"
"403SE","SCE-3383",-119.0538,34.8310,1695,"MESOWEST","252388"
"405SE","SCE-3427",-118.3808,34.3520,649,"MESOWEST","252390"
"G0484","GW0484 Chest",-110.9708,48.4143,912,"MESOWEST","252392"
"G0458","GW0458 Rento",-122.1715,47.4807,104,"MESOWEST","252395"
"G0481","GW0481 Claym",-75.4682,39.8068,42,"MESOWEST","252396"
"G0492","GW0492 White",-75.5073,40.6348,116,"MESOWEST","252398"
"G0490","GW0490 Cente",-71.0407,43.9845,143,"MESOWEST","252400"
"G0496","GW0496 Falmo",-70.6088,41.5488,2,"MESOWEST","252401"
"G0463","GW0463 Farr",-112.0402,41.2920,1293,"MESOWEST","252403"
"G0469","GW0469 Lehig",-81.6130,26.5942,13,"MESOWEST","252404"
"G0480","GW0480 Cumbe",-71.4162,41.9877,61,"MESOWEST","252405"
"G0457","GW0457 Beauf",-76.6602,34.7150,4,"MESOWEST","252406"
"G0478","GW0478 Alpen",-83.4727,45.0535,187,"MESOWEST","252407"
"G0502","GW0502 Waldo",-69.1202,44.4703,93,"MESOWEST","252408"
"G0486","GW0486 Weste",-82.8872,40.1520,273,"MESOWEST","252409"
"G0472","GW0472 Rocky",-77.3632,39.5775,118,"MESOWEST","252410"
"G0455","GW0455 Lovel",-105.0153,40.4187,1516,"MESOWEST","252412"
"G0477","KE4AMH Lavon",-83.0960,34.4332,258,"MESOWEST","252413"
"G0489","GW0489 Pensa",-87.4783,30.3147,3,"MESOWEST","252414"
"G0483","GW0483 New B",-98.2823,29.8090,382,"MESOWEST","252415"
"409SE","SCE-3432",-119.0075,34.8165,1580,"MESOWEST","252416"
"408SE","SCE-3407",-118.8504,34.2935,180,"MESOWEST","252417"
"410SE","SCE-3428",-119.1391,34.3950,291,"MESOWEST","252425"
"411SE","SCE-3444",-119.1705,34.3747,219,"MESOWEST","252426"
"AV838","KD8BMB Mount",-83.7000,43.1217,234,"MESOWEST","252430"
"413SE","SCE-3434",-119.3502,34.5022,408,"MESOWEST","252436"
"412SE","SCE-3418",-118.5335,34.4416,382,"MESOWEST","252437"
"415SE","SCE-3405",-118.3830,35.1958,1568,"MESOWEST","252458"
"418SE","SCE-3440",-118.8275,34.7903,1098,"MESOWEST","252459"
"417SE","SCE-3437",-119.2966,34.4032,190,"MESOWEST","252460"
"421SE","SCE-3420",-119.6844,34.4561,238,"MESOWEST","252461"
"422SE","SCE-3424",-119.7895,34.4960,636,"MESOWEST","252462"
"416SE","SCE-3436",-119.3772,34.3784,424,"MESOWEST","252463"
"420SE","SCE-3417",-118.5764,34.4232,332,"MESOWEST","252466"
"414SE","SCE-3439",-118.7978,34.7613,993,"MESOWEST","252468"
"426SE","SCE-3442",-118.8675,34.7989,1269,"MESOWEST","252480"
"427SE","SCE-3443",-118.8626,34.8384,1078,"MESOWEST","252481"
"425SE","SCE-3441",-117.3576,34.2615,1374,"MESOWEST","252482"
"AV840","KC0PSR Madis",-96.3328,45.0192,329,"MESOWEST","252483"
"AV839","N0RWU Ames",-93.6443,42.0517,296,"MESOWEST","252485"
"AV841","W3ZTB Harris",-76.8891,40.2686,104,"MESOWEST","252486"
"432SE","SCE-3429",-117.0606,34.1467,827,"MESOWEST","252495"
"431SE","SCE-3402",-118.4333,35.7779,927,"MESOWEST","252496"
"428SE","SCE-3409",-118.7433,36.2402,1350,"MESOWEST","252500"
"G0525","GW0525 Bloom",-104.9613,47.4163,831,"MESOWEST","252501"
"G0518","GW0518 Aubur",-76.5343,42.9338,246,"MESOWEST","252502"
"G0528","GW0528 Brack",-100.2240,29.2575,351,"MESOWEST","252503"
"439SE","SCE-3422",-118.9057,36.2521,394,"MESOWEST","252521"
"438SE","SCE-3419",-118.3721,35.0737,1513,"MESOWEST","252522"
"436SE","SCE-3399",-118.9440,36.4077,372,"MESOWEST","252523"
"435SE","SCE-3394",-118.8604,36.1297,259,"MESOWEST","252525"
"AV844","KC3OXK Port",-76.9013,40.6763,134,"MESOWEST","252526"
"G0529","GW0529 Ontar",-117.6508,34.0633,307,"MESOWEST","252527"
"AV843","K0WOI Minbur",-94.0552,41.7458,281,"MESOWEST","252528"
"AV842","WV8BRW Ona",-82.2120,38.4443,202,"MESOWEST","252530"
"441SE","SCE-3398",-116.4539,34.0820,1246,"MESOWEST","252545"
"444SE","SCE-3435",-118.7077,34.8277,956,"MESOWEST","252546"
"442SE","SCE-3426",-116.5148,34.0360,624,"MESOWEST","252547"
"443SE","SCE-3433",-118.7666,35.8587,909,"MESOWEST","252548"
"449SE","SCE-3448",-117.0868,33.9657,633,"MESOWEST","252579"
"447SE","SCE-3446",-117.0730,34.0737,714,"MESOWEST","252580"
"446SE","SCE-3392",-118.6380,34.1570,284,"MESOWEST","252581"
"448SE","SCE-3406",-119.1639,38.0269,2084,"MESOWEST","252582"
"445SE","SCE-3379",-116.7551,33.9327,564,"MESOWEST","252583"
"450SE","SCE-3430",-117.1462,33.8491,486,"MESOWEST","252584"
"AV845","K8RRT Cullod",-82.0453,38.4148,218,"MESOWEST","252586"
"453SE","SCE-3455",-119.1600,34.2695,33,"MESOWEST","252598"
"454SE","SCE-3461",-117.0590,34.3960,1472,"MESOWEST","252599"
"455SE","SCE-3451",-118.7811,34.1612,345,"MESOWEST","252601"
"452SE","SCE-3449",-117.5140,34.4264,1197,"MESOWEST","252602"
"456SE","SCE Quail Ca",-118.7987,34.7333,920,"MESOWEST","252621"
"G0547","GW0547 Earlv",-75.5355,42.7792,446,"MESOWEST","252623"
"G0551","GW0551 Coron",-110.7980,31.9512,990,"MESOWEST","252625"
"G0343","GW0343 Ava",-92.6247,37.0145,448,"MESOWEST","252626"
"G0548","GW0548 The V",-81.9608,28.8810,30,"MESOWEST","252627"
"G0557","GW0557 Leban",-86.3730,40.0432,291,"MESOWEST","252638"
"TWB81","SANDA",-96.1969,30.3233,78,"MESOWEST","252639"
"G0552","GW0552 Ona",-82.2150,38.4188,208,"MESOWEST","252651"
"G0563","GW0563 Sturt",-87.8940,42.6940,213,"MESOWEST","252652"
"G0560","GW0560 Clio",-83.8022,43.1508,216,"MESOWEST","252654"
"457SE","SCE-3400",-118.4113,37.3178,1366,"MESOWEST","252696"
"G0571","GW0571 Maine",-76.0200,42.1857,410,"MESOWEST","252699"
"AV847","KC0KLG Mario",-114.6557,48.0827,1221,"MESOWEST","252700"
"G0426","K7KAZ Phoeni",-112.0043,33.6475,450,"MESOWEST","252702"
"13F99S","FISH CK",-113.7192,43.5554,1929,"SNOTEL","252703"
"CABSD","Caballo Park",-117.0333,33.1581,228,"MESOWEST","252754"
"458SE","SCE-3411",-118.4226,35.6480,887,"MESOWEST","252755"
"G0582","GW0582 Slide",-89.7715,30.3198,14,"MESOWEST","252756"
"G0586","GW0586 Albuq",-106.3508,35.1508,2137,"MESOWEST","252758"
"G0579","GW0579 Olymp",-122.9028,47.0287,48,"MESOWEST","252759"
"G0581","GW0581 Seatt",-122.2920,47.6035,86,"MESOWEST","252760"
"G0564","GW0564 Wapit",-109.4325,44.4573,1824,"MESOWEST","252761"
"G0587","GW0587 Bartl",-89.8737,35.2160,92,"MESOWEST","252762"
"G0590","GW0590 Bedfg",-71.5357,42.9777,144,"MESOWEST","252763"
"KIUA","CANANDAIGUA",-77.3252,42.9089,248,"ASOS","252765"
"KT78","LIBERTY MUNI",-94.6986,30.0778,21,"ASOS","252767"
"KTWT","STURGIS MUNI",-87.9518,37.5408,113,"ASOS","252768"
"460SE","SCE-3489",-116.3781,34.1351,966,"MESOWEST","252793"
"459SE","SCE-3497",-117.0874,33.5220,391,"MESOWEST","252794"
"G0603","GW0603 Morga",-81.6873,35.7510,364,"MESOWEST","252795"
"G0512","N5FKU Frisco",-96.8515,33.1087,186,"MESOWEST","252796"
"G0609","GW0609 Mario",-79.0780,40.8085,451,"MESOWEST","252797"
"G0593","N6AC Rancho",-118.3320,33.7470,390,"MESOWEST","252798"
"G0602","GW0602 Fish",-111.3888,42.0623,1816,"MESOWEST","252799"
"G0614","GW0614 Chath",-73.6030,42.3237,168,"MESOWEST","252801"
"G0610","GW0610 Metai",-90.1388,29.9845,5,"MESOWEST","252804"
"14F18S","COUCH SUMMIT",-114.8022,43.5177,2073,"SNOTEL","252805"
"463SE","SCE-3482",-117.1434,33.9143,483,"MESOWEST","252817"
"462SE","SCE-3495",-117.0741,33.6855,457,"MESOWEST","252818"
"G0631","GW0631 Hayes",-76.4917,37.2660,7,"MESOWEST","252819"
"G0625","GW0625 Jopli",-110.7743,48.8140,999,"MESOWEST","252827"
"G0539","GW0539 Lake",-105.3580,38.9798,2437,"MESOWEST","252828"
"G0641","GW0641 Deerf",-79.4092,38.1962,530,"MESOWEST","252850"
"AV849","KC3SOZ Valle",-76.5315,40.6420,229,"MESOWEST","252851"
"G0500","GW0500 Julia",-116.6007,33.1298,1287,"MESOWEST","252852"
"466SE","SCE-3496",-117.3731,34.2258,775,"MESOWEST","252865"
"461SE","SCE-3493",-117.1541,33.6201,451,"MESOWEST","252866"
"464SE","SCE-3477",-116.6897,33.9302,448,"MESOWEST","252867"
"465SE","SCE-3478",-116.8999,33.9361,810,"MESOWEST","252868"
"467SE","SCE-3481",-119.3660,34.4101,183,"MESOWEST","252875"
"468SE","SCE-3499",-116.9685,33.9133,810,"MESOWEST","252876"
"G0639","GW0639 Winds",-72.6785,41.8245,27,"MESOWEST","252877"
"G0648","GW0648 Mills",-82.5588,35.3503,639,"MESOWEST","252895"
"476SE","SCE-3487",-118.6382,34.7831,925,"MESOWEST","252896"
"472SE","SCE-3484",-118.7272,34.8055,984,"MESOWEST","252897"
"471SE","SCE-3479",-118.7225,34.7650,1022,"MESOWEST","252898"
"470SE","SCE-3474",-118.6063,34.3170,774,"MESOWEST","252899"
"475SE","SCE-3485",-117.8389,34.2975,1203,"MESOWEST","252900"
"469SE","SCE-3475",-118.8983,34.4719,701,"MESOWEST","252901"
"473SE","SCE-3457",-118.8787,34.3023,229,"MESOWEST","252902"
"474SE","SCE-3480",-118.4336,34.6796,1169,"MESOWEST","252903"
"G0656","GW0656 Vine",-85.9810,37.7867,223,"MESOWEST","252905"
"G0652","GW0652 Mount",-80.8488,38.2198,600,"MESOWEST","252907"
"G0655","GW0655 Austi",-97.6223,30.2945,187,"MESOWEST","252908"
"G0659","GW0659 Grass",-111.3018,48.7487,1128,"MESOWEST","252911"
"480SE","SCE-3488",-118.2711,34.6473,824,"MESOWEST","252929"
"478SE","SCE-3458",-118.8972,34.1073,636,"MESOWEST","252930"
"481SE","SCE-3498",-117.1942,33.9926,678,"MESOWEST","252931"
"479SE","SCE-3486",-118.2912,34.2866,446,"MESOWEST","252932"
"477SE","SCE-3476",-117.8955,34.1638,255,"MESOWEST","252933"
"AV851","KD4EG Salem",-80.0678,37.3017,353,"MESOWEST","252934"
"G0664","GW0664 Shelb",-111.8667,48.5407,1043,"MESOWEST","252936"
"483SE","SCE-3494",-117.4436,33.6452,945,"MESOWEST","252952"
"482SE","SCE-3490",-118.3931,34.3087,476,"MESOWEST","252962"
"486SE","SCE-3492",-117.1386,34.1063,476,"MESOWEST","252964"
"488SE","SCE-3470",-118.3597,34.5135,735,"MESOWEST","252965"
"485SE","SCE-3463",-118.8289,34.0368,227,"MESOWEST","252967"
"G0599","GW0599 Tiber",-111.1528,48.5380,1015,"MESOWEST","252968"
"DOAGU","Aguajita Was",-113.0067,31.9481,349,"MESOWEST","252969"
"DOEAR","Armenta East",-112.7992,32.1850,518,"MESOWEST","252970"
"G0672","GW0672 Grand",-83.6457,42.9127,259,"MESOWEST","252986"
"G0687","GW0687 West",-93.0998,44.8998,311,"MESOWEST","252993"
"G0679","GW0679 Page",-111.4628,36.9342,1269,"MESOWEST","252994"
"G0686","GW0686 Hertf",-76.4010,36.0972,11,"MESOWEST","252996"
"G0683","GW0683 Dripp",-98.1792,30.3193,265,"MESOWEST","252997"
"G0693","GW0693 Orlan",-81.1808,28.5413,22,"MESOWEST","253015"
"G0694","GW0694 Kelle",-97.2000,32.9000,201,"MESOWEST","253016"
"G0692","GW0692 Tijer",-106.2900,35.0835,2234,"MESOWEST","253023"
"G0699","GW0699 Kelso",-122.8501,46.0560,170,"MESOWEST","253053"
"AV854","W4BOD Mt. Ju",-86.5463,36.3093,153,"MESOWEST","253055"
"G0701","GW0701 Kahok",-91.6313,40.3848,205,"MESOWEST","253056"
