This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"161979","COLUMBIA LOC",-92.1072,32.1667,24,"COOP","16745"
"162151","COVINGTON 4",-90.1114,30.5272,12,"COOP","16755"
"162534","DONALDSONVIL",-91.0275,30.0717,3,"COOP","16783"
"164355","HOMER 3 SSW",-93.0675,32.7506,116,"COOP","16870"
"164674","JEANERETTE 5",-91.7108,29.9592,6,"COOP","16886"
"164700","JENNINGS",-92.6642,30.2003,8,"COOP","16889"
"165065","LAKE ARTHUR",-92.8144,30.0031,3,"COOP","16914"
"165266","LEESVILLE",-93.2397,31.1417,76,"COOP","16926"
"166364","MOORINGSPORT",-93.9608,32.7050,61,"COOP","16978"
"166434","MOSS BLUFF 2",-93.2150,30.3392,8,"COOP","16985"
"166584","NATCHITOCHES",-93.0856,31.8142,43,"COOP","16990"
"166657","NEW IBERIA",-91.7839,29.9886,8,"COOP","16993"
"166686","NEW ROADS 5",-91.3672,30.7267,14,"COOP","17012"
"166938","OBERLIN FIRE",-92.7742,30.6039,20,"COOP","17021"
"167738","RED RIVER RE",-93.6381,32.4219,47,"COOP","17069"
"168444","SHREVEPORT S",-93.7803,32.3919,61,"COOP","17109"
"168448","SHREVEPORT W",-93.8414,32.4511,84,"COOP","17111"
"168539","SLIDELL",-89.7697,30.2650,3,"COOP","17121"
"169013","THIBODAUX 3",-90.7800,29.7758,5,"COOP","17148"
"169074","TOLEDO BEND",-93.5697,31.2000,55,"COOP","17151"
"170409","BATH",-69.8500,43.9333,8,"COOP","17207"
"170583","BETHEL 6 SSE",-70.7642,44.3194,241,"COOP","17214"
"170814","BRASSUA DAM",-69.8167,45.6667,323,"COOP","17218"
"171131","CAPE NEDDICK",-70.6350,43.2356,40,"COOP","17227"
"171628","CORINNA",-69.2667,44.9167,67,"COOP","17238"
"171975","DOVER-FOXCRO",-69.2500,45.1833,140,"COOP","17251"
"172048","DURHAM",-70.0500,43.9833,44,"COOP","17253"
"172440","EAST SANGERV",-69.2806,45.1369,194,"COOP","17261"
"172765","FARMINGTON",-70.1500,44.6833,128,"COOP","17273"
"172878","FORT KENT",-68.6136,47.2400,186,"COOP","17277"
"173046","GARDINER",-69.7833,44.2167,43,"COOP","17282"
"173295","GRAY",-70.2542,43.8925,115,"COOP","17289"
"173570","HARTFORD",-70.3172,44.3747,213,"COOP","17294"
"173862","HOLLIS",-70.6667,43.6500,96,"COOP","17300"
"174086","JACKMAN",-70.2667,45.6333,363,"COOP","17305"
"174193","KENNEBUNKPOR",-70.4667,43.3500,1,"COOP","17308"
"174683","LINCOLN SAN",-68.5125,44.3753,52,"COOP","17323"
"174927","MADISON",-69.8833,44.8000,79,"COOP","17328"
"175305","MILLINOCKET",-68.6747,45.6403,110,"COOP","17335"
"175460","MOOSEHEAD",-69.7167,45.5833,313,"COOP","17343"
"175736","NEW SHARON",-70.0000,44.6333,146,"COOP","17351"
"176856","POLAND",-70.3619,44.0075,171,"COOP","17375"
"177037","RANGELEY",-70.6433,44.9678,466,"COOP","17384"
"177039","RANGELEY 2 N",-70.6722,44.9894,543,"COOP","17385"
"177238","ROBBINSTON",-67.1167,45.0833,38,"COOP","17389"
"178792","TOPSFIELD 2",-67.7167,45.4167,122,"COOP","17424"
"178817","TURNER",-70.2561,44.2822,172,"COOP","17426"
"178965","VAN BUREN 2",-67.9333,47.1667,139,"COOP","17432"
"179151","WATERVILLE T",-69.6500,44.5333,22,"COOP","17439"
"179593","WEST ROCKPOR",-69.1472,44.1922,116,"COOP","17450"
"179720","WINDHAM 2NW",-70.4664,43.8567,114,"COOP","17452"
"180700","BELTSVILLE",-76.9314,39.0303,44,"COOP","17469"
"181790","CHEWSVILLE-B",-77.6667,39.6500,174,"COOP","17510"
"182060","CONOWINGO DA",-76.1756,39.6558,12,"COOP","17518"
"182282","CUMBERLAND 2",-78.7556,39.6417,223,"COOP","17528"
"182308","CYLBURN",-76.6344,39.3625,122,"COOP","17530"
"182336","DAMASCUS 3 S",-77.2322,39.2653,212,"COOP","17534"
"182906","EMMITSBURG 2",-77.2903,39.6811,127,"COOP","17550"
"183415","FROSTBURG 2",-78.9333,39.6667,661,"COOP","17573"
"185865","MECHANICSVIL",-76.6992,38.4617,30,"COOP","17622"
"185934","MILLERS 4 NE",-76.8028,39.7194,262,"COOP","17626"
"187806","ROYAL OAK 2",-76.1897,38.7144,3,"COOP","17669"
"188065","SAVAGE RIVER",-79.1400,39.5103,456,"COOP","17677"
"188557","STEVENSVILLE",-76.3422,38.9753,3,"COOP","17692"
"190120","AMHERST",-72.5333,42.3833,46,"COOP","17735"
"190190","ASHBURNHAM",-71.8833,42.6167,335,"COOP","17738"
"190192","ASHBURNHAM N",-71.9358,42.6617,349,"COOP","17739"
"190408","BARRE FALLS",-72.0333,42.4333,277,"COOP","17745"
"190562","BELCHERTOWN",-72.3500,42.2833,171,"COOP","17750"
"190736","BLUE HILL",-71.1147,42.2122,192,"COOP","17758"
"190840","BRIDGEWATER",-70.9500,41.9500,12,"COOP","17766"
"190998","BUFFUMVILLE",-71.9000,42.1167,152,"COOP","17770"
"192107","EAST BRIMFIE",-72.1333,42.1167,207,"COOP","17809"
"192372","EAST SANDWIC",-70.4717,41.7144,46,"COOP","17812"
"192451","EAST WAREHAM",-70.6694,41.7656,6,"COOP","17814"
"192501","EDGARTOWN",-70.5167,41.3833,6,"COOP","17816"
"193229","GREENFIELD N",-72.6000,42.5667,40,"COOP","17837"
"193276","GROVELAND",-71.0500,42.7500,9,"COOP","17840"
"193505","HAVERHILL",-71.0608,42.7592,5,"COOP","17848"
"193624","HINGHAM",-70.9167,42.2333,9,"COOP","17851"
"193890","JAMAICA PLAI",-71.1239,42.3031,46,"COOP","17865"
"194105","LAWRENCE",-71.1667,42.7000,18,"COOP","17872"
"194131","LENOX DALE",-73.2506,42.3367,312,"COOP","17876"
"194154","LEVERETT NO",-72.5300,42.4467,96,"COOP","17879"
"194313","LOWELL",-71.3667,42.6500,34,"COOP","17883"
"194502","MARBLEHEAD",-70.8667,42.5000,29,"COOP","17890"
"194711","MIDDLEBORO",-70.9167,41.8833,18,"COOP","17897"
"195984","NORTON WEST",-71.1667,41.9928,29,"COOP","17929"
"196938","ROCHESTER",-70.9167,41.7833,18,"COOP","17955"
"198573","TULLY LAKE",-72.2167,42.6333,210,"COOP","17998"
"198757","WALPOLE 2",-71.2500,42.1667,50,"COOP","18003"
"199193","WESTFIELD 3",-72.8031,42.0931,137,"COOP","18018"
"200089","ALBERTA FORD",-88.4812,46.6448,399,"COOP","18054"
"200106","ALGONAC WWTP",-82.5436,42.6158,177,"COOP","18058"
"200197","AMASA 1 W",-88.4539,46.2350,448,"COOP","18069"
"200228","ANN ARBOR SE",-83.6933,42.2417,254,"COOP","18073"
"200230","ANN ARBOR UN",-83.7108,42.2947,274,"COOP","18074"
"200342","ATLANTA 1SW",-84.1625,44.9933,273,"COOP","18079"
"200417","BAD AXE",-82.9931,43.8078,228,"COOP","18085"
"200497","BARAGA 7NW",-88.6058,46.8211,280,"COOP","18091"
"200552","BATTLE CREEK",-85.2631,42.3678,283,"COOP","18093"
"200758","BEULAH 7 SSW",-86.1311,44.5317,236,"COOP","18112"
"200770","BIG BAY 2 SE",-87.7067,46.7983,198,"COOP","18116"
"200779","BIG RAPIDS W",-85.4822,43.7072,283,"COOP","18117"
"200925","BOYNE FALLS",-84.9139,45.1672,222,"COOP","18128"
"201150","BURTON 4N",-83.5919,43.0675,231,"COOP","18140"
"201178","CADILLAC 2SW",-85.4217,44.2333,399,"COOP","18144"
"201299","CARO WWTP",-83.3919,43.4839,210,"COOP","18153"
"201361","CASS CITY 1",-83.1806,43.5861,213,"COOP","18158"
"201435","CLARKSBURG",-87.8456,46.5011,463,"COOP","18165"
"201468","CHARLEVOIX",-85.2672,45.3172,181,"COOP","18168"
"201486","CHATHAM EXP",-86.9167,46.3333,265,"COOP","18172"
"201492","CHEBOYGAN",-84.4717,45.6522,179,"COOP","18173"
"201502","CHELSEA",-84.0133,42.3264,274,"COOP","18175"
"201675","COLDWATER ST",-84.9925,41.9622,300,"COOP","18181"
"202015","DEARBORN",-83.2314,42.3167,184,"COOP","18221"
"202094","DETOUR VILLA",-83.9011,45.9983,181,"COOP","18228"
"202250","DOWAGIAC 1 W",-86.1317,41.9844,226,"COOP","18241"
"202328","DURAND WWTP",-83.9894,42.9269,235,"COOP","18251"
"202423","EAST TAWAS",-83.5033,44.2842,179,"COOP","18263"
"202437","EATON RAPIDS",-84.6500,42.5167,265,"COOP","18265"
"202598","ENGADINE MDO",-85.5694,46.1278,209,"COOP","18275"
"202691","FARMINGTON",-83.3625,42.4669,219,"COOP","18282"
"202804","FILION 5NNW",-83.0831,43.9158,194,"COOP","18294"
"202851","FLINT 7 W",-83.7694,43.0378,207,"COOP","18297"
"202984","FRANKFORT 2N",-86.2003,44.6486,266,"COOP","18304"
"203025","FREMONT 4 WS",-86.0231,43.4456,244,"COOP","18308"
"203078","GARDEN CORNE",-86.5483,45.8981,199,"COOP","18312"
"203099","GAYLORD 9 SS",-84.7192,44.9075,447,"COOP","18315"
"203188","GLENNIE 2SE",-83.7022,44.5358,272,"COOP","18322"
"203278","GOODRICH",-83.5097,42.9164,175,"COOP","18329"
"203391","GRAYLING",-84.6994,44.6542,346,"COOP","18346"
"203477","GROSSE POINT",-82.8892,42.4078,175,"COOP","18355"
"203504","GULL LAKE BI",-85.3847,42.3942,277,"COOP","18359"
"203529","HALE LOUD DA",-83.7217,44.4633,222,"COOP","18364"
"203585","HARBOR BEACH",-82.6428,43.8322,181,"COOP","18373"
"203628","HARRISVILLE",-83.2808,44.6819,178,"COOP","18379"
"203632","HART",-86.3744,43.6886,213,"COOP","18380"
"203661","HASTINGS",-85.2833,42.6500,250,"COOP","18383"
"203744","HERMAN",-88.3500,46.6667,530,"COOP","18387"
"203823","HILLSDALE",-84.6411,41.9353,329,"COOP","18393"
"204090","IRON MTN-KIN",-88.0842,45.7858,326,"COOP","18424"
"204104","IRONWOOD",-90.1833,46.4667,436,"COOP","18426"
"204130","ISHPEMING WW",-87.6894,46.4911,440,"COOP","18428"
"204257","KALKASKA",-85.1728,44.7281,315,"COOP","18438"
"204502","LAKE CITY EX",-85.2050,44.3089,375,"COOP","18452"
"204655","LAPEER WWTP",-83.3075,43.0608,250,"COOP","18459"
"204659","LAPEER 2 W",-83.3606,43.0581,255,"COOP","18460"
"204808","LEXINGTON WA",-82.5328,43.2631,190,"COOP","18472"
"204967","LUPTON 1 S",-84.0233,44.4200,256,"COOP","18484"
"205050","MANCHESTER",-84.0236,42.1508,294,"COOP","18492"
"205065","MANISTEE 3SE",-86.2939,44.2114,204,"COOP","18494"
"205073","MANISTIQUE",-86.2511,45.9511,176,"COOP","18497"
"205097","MAPLE CITY 1",-85.8350,44.8553,244,"COOP","18501"
"205434","MIDLAND",-84.2011,43.6089,195,"COOP","18535"
"205533","MIO WWTP",-84.1156,44.6464,316,"COOP","18545"
"205567","MONTAGUE 4 N",-86.4175,43.4614,198,"COOP","18550"
"205662","MT PLEASANT",-84.7697,43.5858,243,"COOP","18570"
"205690","MUNISING",-86.6628,46.4122,207,"COOP","18573"
"205816","NEWBERRY 3 S",-85.5106,46.3133,259,"COOP","18592"
"205892","NILES",-86.2658,41.8406,198,"COOP","18597"
"206007","NORTHPORT 2",-85.6472,45.1319,227,"COOP","18606"
"206012","NW MICHIGAN",-85.6753,44.8831,250,"COOP","18607"
"206080","OIL CITY 3E",-84.5275,43.6092,207,"COOP","18612"
"206300","OWOSSO WWTP",-84.1800,43.0161,223,"COOP","18636"
"206507","PETOSKEY",-84.9764,45.3728,183,"COOP","18651"
"206510","PETOSKEY NCM",-84.9511,45.3614,228,"COOP","18652"
"206583","PICKFORD 3NE",-84.3236,46.1861,192,"COOP","18655"
"206658","PONTIAC WWTP",-83.2556,42.6389,271,"COOP","18663"
"206680","PORT HURON",-82.4194,42.9750,180,"COOP","18669"
"206982","RICHMOND 4 N",-82.7958,42.8783,233,"COOP","18685"
"207222","SAGINAW #3",-83.9556,43.4122,183,"COOP","18710"
"207277","ST JAMES 4SS",-85.5464,45.6911,205,"COOP","18720"
"207312","SALINE 4 SW",-83.8200,42.1236,256,"COOP","18726"
"207364","SAULT STE MA",-84.4025,46.4867,192,"COOP","18735"
"207812","STAMBAUGH 2",-88.6278,46.0556,442,"COOP","18774"
"207820","STANDISH 5 S",-84.0378,43.9472,197,"COOP","18775"
"208043","TAHQUAMENON",-85.2242,46.6011,227,"COOP","18795"
"208184","THREE RIVERS",-85.6336,41.9422,247,"COOP","18802"
"208417","VANDERBILT 1",-84.4397,45.1703,276,"COOP","18823"
"208706","WATTON",-88.6667,46.5103,435,"COOP","18844"
"208800","WEST BRANCH",-84.2011,44.2542,270,"COOP","18852"
"208941","WHITE LAKE 4",-83.4717,42.6981,321,"COOP","18860"
"208972","WHITMORE LAK",-83.7831,42.4356,276,"COOP","18865"
"210018","ADA",-96.5153,47.2936,277,"COOP","18882"
"210050","AGASSIZ REFU",-95.9817,48.3006,348,"COOP","18883"
"210075","ALBERT LEA 3",-93.3019,43.6064,375,"COOP","18887"
"210287","ARTICHOKE LA",-96.1542,45.3783,335,"COOP","18902"
"210355","AUSTIN 3 S",-92.9903,43.6233,370,"COOP","18905"
"210515","BAUDETTE",-94.5869,48.7094,324,"COOP","18912"
"210667","BENSON",-95.6167,45.3167,317,"COOP","18921"
"210746","BIG FALLS",-93.7994,48.1969,372,"COOP","18922"
"210939","BRAINERD",-94.2000,46.3667,360,"COOP","18935"
"210989","BRIMSON 1 E",-91.8581,47.2847,462,"COOP","18940"
"211065","BROWNTON WWT",-94.3400,44.7344,317,"COOP","18942"
"211198","CALEDONIA",-91.5028,43.6308,355,"COOP","18946"
"211227","CAMBRIDGE ME",-93.2422,45.5678,293,"COOP","18947"
"211250","CAMP NORRIS",-95.1817,48.6100,390,"COOP","18949"
"211263","CANBY",-96.2764,44.7089,379,"COOP","18950"
"211374","CASS LAKE",-94.6147,47.3847,414,"COOP","18956"
"211448","CHANHASSEN W",-93.5650,44.8514,288,"COOP","18960"
"211630","CLOQUET",-92.5253,46.7047,386,"COOP","18968"
"211691","COLLEGEVILLE",-94.4047,45.5872,373,"COOP","18971"
"211771","COOK",-92.6925,47.8506,401,"COOP","18973"
"211773","COOK 12 W",-92.9328,47.8786,400,"COOP","18974"
"211891","CROOKSTON NW",-96.6028,47.8014,271,"COOP","18983"
"212088","DELANO",-93.7947,45.0475,283,"COOP","18992"
"212142","DETROIT LAKE",-95.8542,46.8333,419,"COOP","18994"
"212146","DETROIT LAKE",-95.6056,46.8572,468,"COOP","18995"
"212576","EMBARRASS",-92.1958,47.6581,427,"COOP","19015"
"212645","EVELETH WAST",-92.5303,47.4581,440,"COOP","19016"
"212842","FLOODWOOD 3",-92.8700,46.9728,384,"COOP","19028"
"212881","FOREST LAKE",-92.9217,45.3428,276,"COOP","19029"
"213076","GAYLORD",-94.2206,44.5564,310,"COOP","19039"
"213104","GEORGETOWN 1",-96.7758,47.0792,270,"COOP","19040"
"213282","GRAND MARAIS",-90.3606,47.7394,187,"COOP","19048"
"213290","GRAND MEADOW",-92.5644,43.7047,411,"COOP","19049"
"213296","GRAND PORTAG",-89.6908,47.9711,223,"COOP","19051"
"213299","GRAND RAPIDS",-93.5167,47.2167,397,"COOP","19052"
"213303","GRAND RAPIDS",-93.4975,47.2436,399,"COOP","19053"
"213311","GRANITE FALL",-95.5553,44.8089,277,"COOP","19055"
"213411","GULL LAKE DA",-94.3608,46.4119,363,"COOP","19058"
"213417","GUNFLINT LAK",-90.8772,48.1603,443,"COOP","19059"
"213455","HALLACK",-96.9406,48.7714,248,"COOP","19061"
"213567","HASTINGS DAM",-92.8667,44.7667,212,"COOP","19067"
"214008","INDUS 3 W",-93.8992,48.6236,334,"COOP","19093"
"214176","JORDAN 1 S",-93.6167,44.6500,283,"COOP","19104"
"214191","KABETOGAMA",-93.0294,48.4453,349,"COOP","19105"
"214373","KIMBALL 3N",-94.3056,45.3531,349,"COOP","19110"
"214418","LA CRESCENT",-91.3100,43.8658,197,"COOP","19113"
"214453","LAKEFIELD 2",-95.1519,43.7022,466,"COOP","19120"
"214534","LAKE WILSON",-95.9572,43.9981,525,"COOP","19122"
"214546","LAMBERTON SW",-95.3153,44.2394,349,"COOP","19124"
"214652","LEECH LAKE D",-94.2228,47.2467,397,"COOP","19128"
"214861","LONG PRAIRIE",-94.8731,45.9800,393,"COOP","19138"
"214884","LOWER ST ANT",-93.1833,44.9833,290,"COOP","19139"
"214994","MADISON SEWA",-96.1750,45.0069,329,"COOP","19145"
"215204","MARSHALL",-95.7908,44.4706,351,"COOP","19157"
"215325","MELROSE",-94.8022,45.6775,366,"COOP","19163"
"215392","MILACA",-93.6333,45.7667,336,"COOP","19164"
"215400","MILAN 1 NW",-95.9269,45.1219,311,"COOP","19165"
"215488","MINNESOTA CI",-91.8122,44.1600,204,"COOP","19175"
"215615","MORA",-93.3000,45.8833,306,"COOP","19187"
"215838","NEW HOPE",-93.3667,45.0167,287,"COOP","19194"
"215902","NEW YORK MIL",-95.3794,46.5106,427,"COOP","19200"
"215989","NORTHOME 3S",-94.2556,47.8358,431,"COOP","19205"
"216211","ORR 3E",-92.7636,48.0508,401,"COOP","19213"
"216276","OTTERTAIL",-95.5464,46.4314,416,"COOP","19221"
"216547","PINE RIVER D",-94.1089,46.6694,381,"COOP","19232"
"216565","PIPESTONE",-96.3258,44.0139,520,"COOP","19233"
"216612","POKEGAMA DAM",-93.5861,47.2508,390,"COOP","19236"
"216654","PRESTON",-92.0747,43.6725,283,"COOP","19238"
"216787","RED LAKE FAL",-96.2806,47.8825,307,"COOP","19245"
"216795","RED LAKE IND",-95.0161,47.8769,372,"COOP","19246"
"216822","RED WING DAM",-92.6100,44.6103,206,"COOP","19248"
"216920","RICE",-94.2078,45.7578,332,"COOP","19256"
"217107","ROSEMOUNT AG",-93.0975,44.7178,290,"COOP","19271"
"217184","RUSHFORD",-91.7500,43.8053,235,"COOP","19274"
"217326","ST JAMES FIL",-94.6122,43.9908,319,"COOP","19282"
"217405","ST PETER 2 S",-93.9903,44.3061,259,"COOP","19290"
"217460","SANDY LAKE D",-93.3211,46.7953,376,"COOP","19292"
"217502","SANTIAGO 3 E",-93.7667,45.5500,311,"COOP","19293"
"217602","SHERBURN 3 W",-94.7744,43.6303,402,"COOP","19299"
"218039","STILLWATER 2",-92.8522,45.0453,274,"COOP","19313"
"218227","THEILMAN 1 S",-92.1942,44.2814,244,"COOP","19318"
"218243","THIEF RIVER",-96.1833,48.0667,340,"COOP","19320"
"218254","THORHULT",-95.2481,48.2325,378,"COOP","19323"
"218311","TOWER 3 S",-92.2858,47.7553,445,"COOP","19327"
"218323","TRACY",-95.6308,44.2394,428,"COOP","19328"
"218421","TWO HARBORS",-91.7067,47.1253,413,"COOP","19334"
"218450","UNIV OF MINN",-93.1833,44.9833,296,"COOP","19336"
"218477","VADNAIS LAKE",-93.1042,45.0589,271,"COOP","19338"
"218692","WASECA EXP S",-93.5328,44.0725,351,"COOP","19352"
"218700","WASKISH 4NE",-94.3939,48.2064,366,"COOP","19353"
"218808","WELLS",-93.7333,43.7333,365,"COOP","19357"
"218907","WHEATON",-96.4953,45.8050,310,"COOP","19360"
"218947","WHITE ROCK D",-96.5650,45.8619,312,"COOP","19364"
"218986","WILD RIVER S",-92.7489,45.5231,287,"COOP","19366"
"219033","WINDOM",-95.1194,43.8736,419,"COOP","19372"
"219046","WINNEBAGO",-94.1883,43.7689,338,"COOP","19373"
"219072","WINONA DAM 5",-91.6703,44.0875,202,"COOP","19376"
"219134","WOLF RIDGE E",-91.2167,47.4500,427,"COOP","19382"
"219170","WORTHINGTON",-95.5803,43.6450,479,"COOP","19386"
"219173","WRIGHT 4 NW",-93.0700,46.7181,395,"COOP","19387"
"219249","ZUMBROTA",-92.6667,44.3000,300,"COOP","19394"
"220488","BATESVILLE 2",-89.9806,34.3061,67,"COOP","19416"
"220585","BEAUMONT EXP",-88.9167,31.2333,58,"COOP","19421"
"220792","BILOXI",-89.0008,30.3931,3,"COOP","19425"
"221389","CANTON 4N",-90.0361,32.6714,76,"COOP","19446"
"221707","CLARKSDALE",-90.5572,34.1864,53,"COOP","19455"
"221738","CLEVELAND",-90.7389,33.7367,40,"COOP","19458"
"221962","CORINTH 7 SW",-88.6178,34.8792,141,"COOP","19473"
"223975","HERNANDO",-89.9853,34.8161,116,"COOP","19536"
"224869","LAMBERT 1 W",-90.3058,34.2017,47,"COOP","19563"
"225361","MACON 3 N",-88.5586,33.1544,76,"COOP","19581"
"226527","OLIVE BRANCH",-89.8472,34.9356,88,"COOP","19627"
"227128","POPLARVILLE",-89.5453,30.8408,95,"COOP","19659"
"227815","SARDIS DAM",-89.7903,34.3961,70,"COOP","19688"
"227921","SENATOBIA",-89.9592,34.6314,73,"COOP","19694"
"228374","STATE UNIVER",-88.7822,33.4692,56,"COOP","19705"
"229004","TUPELO 2",-88.7658,34.2650,107,"COOP","19726"
"229079","UNIVERSITY",-89.5358,34.3803,116,"COOP","19734"
"229173","VERONA EXPER",-88.7167,34.2000,99,"COOP","19742"
"229439","WAYNESBORO 2",-88.6708,31.6775,61,"COOP","19756"
"229639","WIGGINS",-89.1333,30.8667,75,"COOP","19767"
"229743","WINONA 5 E",-89.6353,33.4881,119,"COOP","19772"
"230051","ALBANY",-94.3308,40.2486,267,"COOP","19784"
"230127","ALTON 6 SE",-91.3044,36.6300,247,"COOP","19788"
"230163","ANDERSON 3W",-94.4853,36.6450,338,"COOP","19792"
"230204","APPLETON CIT",-94.0281,38.1869,260,"COOP","19796"
"230304","ASH GROVE",-93.5853,37.3131,305,"COOP","19800"
"230360","AVA 6W",-92.7558,37.0089,382,"COOP","19804"
"230657","BILLINGS 2 N",-93.5500,37.0839,412,"COOP","19815"
"230789","BOLIVAR 1 NE",-93.3911,37.6167,315,"COOP","19824"
"230824","BOONVILLE 4S",-92.8103,38.9392,214,"COOP","19831"
"230887","BRANSON AP",-93.1969,36.5258,397,"COOP","19835"
"231087","BUFFALO 2 N",-93.1067,37.6667,331,"COOP","19840"
"231145","BUTLER 4W",-94.4050,38.2611,241,"COOP","19845"
"231216","CAMERON",-94.2531,39.7414,308,"COOP","19851"
"231275","CANTON L AND",-91.5158,40.1433,149,"COOP","19853"
"231340","CARROLLTON",-93.4886,39.3594,215,"COOP","19860"
"231383","CASSVILLE RA",-93.8578,36.6728,408,"COOP","19865"
"231580","CHILLICOTHE",-93.5592,39.7850,212,"COOP","19872"
"231640","CLARKSVILLE",-90.9053,39.3731,140,"COOP","19876"
"231674","CLEARWATER D",-90.7756,37.1319,201,"COOP","19877"
"231748","COLE CAMP 3N",-93.2556,38.4844,307,"COOP","19882"
"231822","CONCEPTION",-94.6833,40.2394,338,"COOP","19892"
"231924","COSBY 2 W",-94.7078,39.8536,277,"COOP","19895"
"232043","CUBA",-91.4000,38.0667,305,"COOP","19901"
"232240","DIAMOND 2 W",-94.3519,36.9858,326,"COOP","19910"
"232503","ELDON",-92.5808,38.3486,283,"COOP","19923"
"232511","ELDORADO SPR",-94.0156,37.8639,280,"COOP","19924"
"232591","ELSBERRY 1 S",-90.7847,39.1506,137,"COOP","19931"
"232981","FORT LEONARD",-92.1052,37.7479,342,"COOP","19956"
"233043","FREEDOM",-91.6900,38.4647,227,"COOP","19959"
"233094","GALENA",-93.4661,36.8042,319,"COOP","19962"
"233375","GRANT CITY 5",-94.4978,40.4639,332,"COOP","19979"
"233601","HANNIBAL WAT",-91.3719,39.7233,217,"COOP","19991"
"233838","HIGGINSVILLE",-93.7075,39.0733,255,"COOP","20001"
"234019","HOUSTON 1 NE",-91.9483,37.3411,394,"COOP","20007"
"234136","IBERIA",-92.2889,38.0892,284,"COOP","20010"
"234271","JEFFERSON CI",-92.1833,38.5833,204,"COOP","20015"
"234382","KEARNEY 2 W",-94.4081,39.3428,250,"COOP","20049"
"234544","KIRKSVILLE",-92.5747,40.2058,296,"COOP","20057"
"234694","LAKESIDE",-92.6208,38.2044,180,"COOP","20067"
"234705","LAMAR",-94.2697,37.4994,299,"COOP","20068"
"234825","LEBANON 2 W",-92.6936,37.6850,367,"COOP","20076"
"234919","LICKING 4 N",-91.8831,37.5544,360,"COOP","20085"
"235027","LOCKWOOD",-93.9489,37.3908,326,"COOP","20090"
"235207","MALDEN MUNIC",-89.9894,36.5994,88,"COOP","20101"
"235307","MARSHFIELD",-92.9097,37.3381,454,"COOP","20106"
"235704","MONETT 4 SW",-93.9619,36.8619,421,"COOP","20125"
"235834","MOUNTAIN GRO",-92.2636,37.1528,442,"COOP","20137"
"235976","NEOSHO",-94.3600,36.8639,308,"COOP","20144"
"235987","NEVADA WATER",-94.3733,37.8394,250,"COOP","20145"
"236402","OSCEOLA",-93.7000,38.0500,233,"COOP","20169"
"236452","OZARK",-93.2339,37.0194,346,"COOP","20173"
"236460","OZARK BEACH",-93.1261,36.6597,213,"COOP","20174"
"236641","PERRYVILLE W",-89.9200,37.7342,153,"COOP","20184"
"236745","PLEASANT HIL",-94.2647,38.8100,305,"COOP","20196"
"236777","POMME DE TER",-93.3169,37.9050,274,"COOP","20203"
"236826","POTOSI 5 SW",-90.8600,37.8908,314,"COOP","20208"
"237263","ROLLA UNI OF",-91.7758,37.9572,356,"COOP","20230"
"237300","ROSEBUD",-91.3756,38.4506,213,"COOP","20235"
"237309","ROUND SPRING",-91.4278,37.2597,249,"COOP","20237"
"237398","ST CHARLES 7",-90.5231,38.6856,137,"COOP","20240"
"237506","SALEM",-91.5364,37.6331,366,"COOP","20262"
"237514","SALISBURY",-92.8106,39.4247,223,"COOP","20263"
"237578","SAVERTON LOC",-91.2494,39.6361,144,"COOP","20265"
"237632","SEDALIA WATE",-93.2228,38.6753,238,"COOP","20266"
"237720","SHELBINA",-92.0456,39.6989,226,"COOP","20271"
"237772","SIKESTON POW",-89.6231,36.8775,94,"COOP","20276"
"237963","SPICKARD 7 W",-93.7158,40.2472,267,"COOP","20282"
"238051","STEFFENVILLE",-91.8872,39.9714,210,"COOP","20289"
"238082","STOCKTON DAM",-93.7725,37.6968,281,"COOP","20291"
"238184","SUMMERSVILLE",-91.6533,37.1778,360,"COOP","20296"
"238444","TRENTON",-93.6086,40.0825,255,"COOP","20306"
"238466","TRUMAN DAM &",-93.3989,38.2581,193,"COOP","20308"
"238577","VANDALIA",-91.4833,39.3167,233,"COOP","20322"
"238700","WAPPAPELLO D",-90.2836,36.9231,125,"COOP","20335"
"238746","WASHINGTON",-90.9719,38.5425,149,"COOP","20345"
"238754","WASOLA",-92.5711,36.7922,393,"COOP","20346"
"238770","WAVERLY 3 W",-93.5211,39.2106,268,"COOP","20348"
"238777","WAYNESVILLE",-92.2319,37.8133,271,"COOP","20350"
"238805","WELDON SPRIN",-90.6828,38.6989,178,"COOP","20353"
"238880","WEST PLAINS",-91.8347,36.7425,308,"COOP","20356"
"239056","WINONA FORES",-91.3333,37.0000,303,"COOP","20365"
"240056","ADEL",-111.6000,47.0167,1586,"COOP","20371"
"240075","ALBERTON",-114.4781,47.0036,933,"COOP","20372"
"240111","ALDER 19S",-112.0856,45.0961,1752,"COOP","20376"
"240199","ANACONDA",-112.9569,46.1314,1609,"COOP","20381"
"240364","AUGUSTA",-112.3964,47.4931,1241,"COOP","20389"
"240743","BIDDLE 8 SW",-105.4856,45.0403,1096,"COOP","20413"
"240755","BIGFORK 13 S",-114.0331,47.8750,887,"COOP","20417"
"240770","BIG SANDY",-110.0608,48.1350,844,"COOP","20422"
"240780","BIG TIMBER",-109.9503,45.8328,1280,"COOP","20424"
